date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
10/15/2019,Westerville,Fourth Debate,Yang," Of course. We have to look at the chain of events. How did we get here? The fact is, we were falling apart at home, so we voted in Donald Trump, and he's now led us down this dangerous path with erratic and unreliable foreign policy. We have to let Russia know, look, we get it. We've tampered with other elections, you've tampered with our elections. And now it has to stop. And if it does not stop, we will take this as an act of hostility against the American people. I believe most Americans would support me on this. But Russian hacking of our democracy is an illustration of the 21st century threats. Artificial intelligence, cybersecurity, climate change, loose nuclear material, military drones, and non-state actors, these are the threats that are going to require our administration to catch up in terms of technology. We all know we are decades behind the curve on technology. We saw when Mark Zuckerberg testified at Congress the nature of the questioning. As commander-in-chief, I will help pull us forward...",177,1,0,4.43
10/15/2019,Westerville,Fourth Debate,Lacey, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Klobuchar, I want to respond to Mr. Yang.,7,1,0,3.14
10/15/2019,Westerville,Fourth Debate,Yang, ... and that's going to be the responsibility of the next president.,12,1,0,4.33
10/15/2019,Westerville,Fourth Debate,Klobuchar," I want to respond to Mr. Yang. I don't see a moral equivalency between our country and Russia. Vladimir Putin is someone who has shot down planes over Ukraine, who has poisoned his opponent, and we have not talked about what we need to do to protect ourselves from Russia invading our election. This wasn't meddling. That's what I do when I call my daughter on a Saturday night and ask her what she's doing. Sorry.",76,1,0,4.08
10/15/2019,Westerville,Fourth Debate,Klobuchar," This was much more serious than that. This was actually invading our election. So to protect ourselves in 2020, what we need, one, backup paper ballots in every single state. That is a bill that I need, and we need to stop Mitch McConnell from stopping that from happening. And then we need to stop the social media companies from running paid political ads, including ones last time in rubles, without having to say where those ads came from and who paid for them. That's the Honest Ads Act. That's a bipartisan bill that I lead. And we can't wait...",100,1,0,4.2
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Klobuchar, ... to become president to get that done. We need to get it done now.,15,1,0,3.57
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Cooper," We want to turn back to domestic issues and the epidemic of gun violence in this country. We're less than 100 miles from Dayton, Ohio, where two months ago a gunman killed nine people using an AR-15-style weapon with a high-capacity magazine. Congressman O'Rourke, in the last debate, you said, quote, ""Hell yes, we're going to take your AR-15, your AK-47,"" but when you were asked how you'd enforce a mandatory buyback, you said police wouldn't be going door to door. So how exactly are you going to force people to give up their weapons? You don't even know who has those weapons.",103,0,0,3.96
10/15/2019,Westerville,Fourth Debate,O'rourke," Look, we're going to make sure that the priority is saving the lives of our fellow Americans. I think almost everyone on this stage agrees that it's not right and as president would seek to ban the sale of AR-15s and AK-47s. Those are weapons of war. They were designed to kill people effectively, efficiently on a battlefield. You mentioned the massacre in Dayton. Nine people killed in under 40 seconds. In El Paso, Texas, 22 were killed in under three minutes. And the list goes on throughout the country. So if the logic begins with those weapons being too dangerous to sell, then it must continue by acknowledging, with 16 million AR-15s and AK-47s out there, they are also too dangerous to own. Every single one of them is a potential instrument of terror. Just ask Hispanics in Texas. Univision surveyed them. More than 80 percent feared that they would be a victim of a mass terror attack like the one in El Paso that was targeted at Mexican Americans and immigrants, inspired in part by this president's racism and hatred that he's directed at communities like mine in El Paso.",192,1,1,4.33
10/15/2019,Westerville,Fourth Debate,Cooper, Congressman...,1,0,0,11.0
10/15/2019,Westerville,Fourth Debate,O'rourke," So I expect my fellow Americans to follow the law, the same way that we enforce any provision, any law that we have right now.",25,1,1,3.96
10/15/2019,Westerville,Fourth Debate,Cooper, OK.,1,0,0,2.0
10/15/2019,Westerville,Fourth Debate,O'rourke," We don't go door to door to do anything in this country to enforce the law. I expect Republicans, Democrats, gun-owners, non-gun-owners alike to respect and follow the law.",29,1,1,4.09
10/15/2019,Westerville,Fourth Debate,Cooper," Congressman, let me follow up. Just to follow up, your expectations aside, your website says you will fine people who don't give up their weapons. That doesn't take those weapons off the street. So to be clear, exactly how are you going to take away weapons from people who do not want to give them up and you don't know where they are?",63,0,0,3.98
10/15/2019,Westerville,Fourth Debate,O'rourke," If someone does not turn in an AR-15 or an AK-47, one of these weapons of war, or brings it out in public and brandishes it in an attempt to intimidate, as we saw when we were at Kent State recently, then that weapon will be taken from them. If they persist, they will be other consequences from law enforcement. But the expectation is that Americans will follow the law. I believe in this country. I believe in my fellow Americans. I believe that they will do the right thing.",90,1,1,4.08
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you. Mayor Buttigieg, just yesterday, you referred to mandatory buybacks as confiscation and said that Congressman O'Rourke has been picking a fight to try to stay relevant. Your response on guns?",32,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Buttigieg," Look, Congressman, you just made it clear that you don't know how this is actually going to take weapons off the streets. If you can develop the plan further, I think we can have a debate about it. But we can't wait. People are dying in the streets right now. We can't wait for universal background checks that we finally have a shot to actually get through. We can't wait to ban the sale of new weapons and high-capacity magazines so we don't wind up with millions more of these things on the street. We can't wait for red flag laws that are going to disarm domestic abusers and prevent suicides, which are not being talked about nearly enough as a huge part of the gun violence epidemic in this country. We cannot wait for purity tests. We have to just get something done.",144,1,0,4.05
10/15/2019,Westerville,Fourth Debate,Cooper," Congressman O'Rourke, your response.",4,0,0,6.0
10/15/2019,Westerville,Fourth Debate,O'rourke," This is not a purity test. This is a country that loses 40,000 of our fellow Americans every year to gun violence. This is a crisis. We've got to do something about it. And those challenges that you described are not mutually exclusive to the challenges that I'm describing. I want to make sure we have universal background checks and red flag laws and that we end the sale of these weapons of war, but to use the analogy of health care, it would be as though we said, look, we're for primary care, but let's not talk about mental health care because that's a bridge too far. People need that primary care now, so let's save that for another day. No, let's decide what we are going to believe in, what we're going to achieve. And then let's bring this country together in order to do that. Listening to my fellow Americans, to those moms who demand action, to those students who march for our lives, who, in fact, came up with this extraordinary bold peace plan...",178,1,1,4.0
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Congressman.",3,0,0,6.33
10/15/2019,Westerville,Fourth Debate,O'rourke," ... that calls for mandatory buybacks, let's follow their inspiration and lead and not be limited by the polls and the consultants and the focus groups. Let's do what's right...",30,1,1,4.28
10/15/2019,Westerville,Fourth Debate,Cooper," Mayor Buttigieg, your response? Mayor Buttigieg?",6,0,0,6.67
10/15/2019,Westerville,Fourth Debate,Buttigieg," The problem isn't the polls. The problems is the policy. And I don't need lessons from you on courage, political or personal. Everyone on this stage is determined to get something done. Everyone on this stage recognizes, or at least I thought we did, that the problem is not other Democrats who don't agree with your particular idea of how to handle this. The problem is the National Rifle Association and their enablers in Congress, and we should be united in taking the fight to them.",86,1,0,4.36
10/15/2019,Westerville,Fourth Debate,O'rourke," That's a mischaracterization. Anderson, I've got to answer this. Never took you or anyone else on who disagrees with me on this issue. But when you, Mayor Buttigieg, described this policy as a shiny object, I don't care what that meant to me or my candidacy, but to those who have survived gun violence, those who've lost a loved one to an AR-15, an AK-47, marched for our lives, formed in the courage of students willing to stand up to the NRA and conventional politics and poll-tested politicians, that was a slap in the fact to every single one of those groups and every single survivor of a mass casualty assault with an AR-15 and an AK-47.",117,1,1,4.01
10/15/2019,Westerville,Fourth Debate,Cooper, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,O'rourke, We must buy them back.,5,1,1,3.4
10/15/2019,Westerville,Fourth Debate,Cooper, Congressman...,1,0,0,11.0
10/15/2019,Westerville,Fourth Debate,Buttigieg," What we owe to those survivors is to actually deliver a solution. I'm glad you offered up that analogy to health care, because this is really important. We are at the cusp of building a new American majority to actually do things that congressmen and senators have been talking about with almost no impact for my entire adult life.",59,1,0,4.47
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Mayor.",3,0,0,4.33
10/15/2019,Westerville,Fourth Debate,Buttigieg," No, this is really important, OK? On guns, we are this close to an assault weapons ban. That would be huge. And we're going to get wrapped around the axle in a debate over whether it's ""hell, yes, we're going to take your guns""? We have an opportunity...",48,1,0,3.73
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Mayor. Your time is up.",7,0,0,3.57
10/15/2019,Westerville,Fourth Debate,Buttigieg," ... to deliver health care to everybody, and some on this stage are saying it doesn't count unless we obliterate...",20,1,0,4.4
10/15/2019,Westerville,Fourth Debate,Cooper," I want to give somebody -- I want to give other -- I want to give other candidates a chance. Senator Booker, what's your response to Mayor Buttigieg?",28,0,0,4.22
10/15/2019,Westerville,Fourth Debate,Booker," Well, look, I again, worry about how we talk to each other and about each other and what this last week has shown. There was a young man in my neighborhood, I watched him grow up. I lived in some high-rise projects with him named Shahad, and he was murdered on my block last year with an assault rifle. I'm living with a sense of urgency on this problem, because when I go home to my community, like millions of Americans, we live in communities where these weapons, where these gun shots are real every single day. And I know where the American public is. This is not about leadership. This is why when I talk about things like gun licensing and point out the differences between us, I'm not attacking people or their character or their courage on these issues. We all have courage. But it’s frustrating that when the American people, 77 percent of Americans agree on licensing, we don’t need leadership right now. We just need folks that are going to stand up and follow where the people already are, because there are millions of Americans where this is a daily nightmare, where we’re surrendering our freedoms...",200,1,0,4.3
10/15/2019,Westerville,Fourth Debate,Cooper, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Booker," ... to fear in this country. This is the first time in American history, this fall, where we have sent our children to school, the strongest nation on the Planet Earth, and said to them, ""We can't protect you""...",39,1,0,4.08
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Booker," ... ""so in school, we're going to teach you how to hide."" There are more duck-and-cover drills and shelter-in-place drills in America now than fire drills.",26,1,0,3.9
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Booker," If I'm president of the United States, I will bring an urgency to this issue and make sure that we end the scourge of mass violence in our country.",29,1,0,3.87
10/15/2019,Westerville,Fourth Debate,Cooper," Senator Klobuchar -- Senator Klobuchar, Senator Warren -- Senator Warren supports a voluntary -- excuse me, Senator Klobuchar, you support a voluntary buyback, if I'm correct, right. What is wrong with a mandatory buyback? Your response.",36,0,0,5.5
10/15/2019,Westerville,Fourth Debate,Klobuchar," I just keep thinking of how close we are to finally getting something done on this. I'm looking at the mayor of Dayton. I met one of the survivors from that shooting, 30 seconds, nine people killed. The public is with us on this in a big way. The majority of Trump voters want to see universal background checks right now. The majority of hunters want to see us move forward with gun safety legislation. There are three bills right now on Mitch McConnell's desk, the background check bill, my bill to close the boyfriend loophole so domestic abusers don't get guns, the bill to make it easier for police to vet people before they get a gun. That's what we should be focusing on. And I just don't want to screw this up. When I'm president, I do want to bring in an assault weapon ban and I do want to put a limitation on magazines so what happened in Dayton, Ohio, will never happen again. But let's not mess this up with this fight.",176,1,0,3.99
10/15/2019,Westerville,Fourth Debate,Cooper," Senator Warren, you support a voluntary gun buyback of assault-style weapons, as well. Why not a mandatory one?",18,0,0,4.68
10/15/2019,Westerville,Fourth Debate,Warren," So, look, I want to get what works done. I want to use the method we used, for example, with machine guns. We registered them, we put in a huge penalty if you didn't register them, and a huge tax on them, and then let people turn them in, and it got machine guns out of the hands of people. But the problem here that we need to focus on is, first, how widespread gun violence is. As you’ve rightly identified, it’s not just about mass shootings. It’s what happens in neighborhoods all across this country. It is about suicide, and it is about domestic violence.  This is not going to be a one and done, that we do one thing or two things or three things and then we're done. We have to reduce gun violence overall. And the question we have to ask is, why hasn't it happened? You say we're so close. We have been so close. I stood in the United States Senate in 2013...",169,1,0,3.77
10/15/2019,Westerville,Fourth Debate,Cooper, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Warren, ... when 54 senators voted in favor of gun legislation and it didn't pass because of the filibuster.,18,1,0,4.33
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Senator. Senator...",4,0,0,5.5
10/15/2019,Westerville,Fourth Debate,Warren, We have got to attack the corruption and repeal the filibuster or the gun industry will always have a veto over what happens.,23,1,0,4.43
10/15/2019,Westerville,Fourth Debate,Cooper," Senator Harris? Senator Harris, you disagree with Senator Warren. You think the buyback should be mandatory. Please respond.",18,0,0,5.67
10/15/2019,Westerville,Fourth Debate,Harris," Five million assault weapons are on the streets of America today. During the course of this debate, eight people will die from gun violence. The leading cause of death of young black men in America is gun violence, more than the top other six reasons total. This is a serious matter. I have personally hugged more mothers of homicide victims than I care to tell you. I have looked at more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you. I'm done. And we need action. And Congress has had years to act and failed because they do not have the courage. When I'm elected, I'll give them 100 days to pull their act together, put a bill on my desk for signature, and if they don't, I will take executive action and put in place a comprehensive background check requirement and ban the importation of assault weapons into our country because it is time to act.",169,1,1,4.23
10/15/2019,Westerville,Fourth Debate,Cooper," Senator Biden -- Vice President Biden, your response.",8,0,0,6.0
10/15/2019,Westerville,Fourth Debate,Biden," I'm the only one on this stage who has taken on the NRA and beat them, and beat them twice. We were able to get assault weapons off the streets and not be able to be sold for 10 years. Recent studies show that mass violence went down when that occurred. The way to deal with those guns and those AR-15s and assault weapons that are on the street -- or not on the street, that people own, is to do what we did with the National Firearms Act as it related to machine guns. You must register that weapon. You must register it. When you register it, the likelihood of it being used diminishes exponentially. I'm the only one that got -- got -- moved the -- to make sure that we could not have a magazine that had more than 10 rounds in it. I've done this. I know how to get it done. If you really want to get it done, go after the gun manufacturers and take back the exemption they have of not being able to be sued. That would change it.",187,1,0,3.84
10/15/2019,Westerville,Fourth Debate,Cooper," Thank you, Mr. Vice President. Secretary Castro, the vast majority of homicides committed with a gun in this country are from handguns, not assault-style weapons. What's your plan to prevent those deaths?",32,0,0,4.82
10/15/2019,Westerville,Fourth Debate,Castro," Thank you very much for the question. You know, I grew up in neighborhoods where it wasn't uncommon to hear gunshots at night. And I can remember ducking into the back seat of a car when I was a freshman in high school, across the street from my school, my public school, because folks were shooting at each other. You know, in the neighborhoods -- let me answer this question about voluntary versus mandatory. There are two problems I have with mandatory buybacks. Number one, folks can't define it. And if you're not going door to door, then it's not really mandatory. But also, in the places that I grew up in, we weren't exactly looking for another reason for cops to come banging on the door. And you all saw a couple days ago what happened to Atatiana Jefferson in Fort Worth. A cop showed up at 2:00 in the morning at her house when she was playing video games with her nephew. He didn't even announced himself. And within four seconds, he shot her and killed her through her home window. She was in her own home. And so I am not going to give these police officers another reason to go door to door in certain communities, because police violence is also gun violence, and we need to address that.",223,1,0,4.14
10/15/2019,Westerville,Fourth Debate,Cooper," Secretary Castro, thank you.",4,0,0,5.75
10/15/2019,Westerville,Fourth Debate,Lacey," Turning to another key issue here in Ohio and around the country, the opioid epidemic, Senator Klobuchar, CNN reached out to Ohio Democratic voters for their most pressing questions. Brie, a teacher in Proctorville, asks, in rural Ohio, the opioid epidemic has affected our communities and schools. I have many high school students who have lost one or both parents to heroin. Teachers are on the front lines daily, witnessing these tragedies. How will you tackle this problem in general, but specifically what will you offer people in rural communities where rehabilitation is not easily accessed and access to jobs is difficult?",102,0,0,5.05
10/15/2019,Westerville,Fourth Debate,Klobuchar," Well, I want to thank her for this question. This is something that should never have happened to begin with. I remember, when I was a prosecutor, these were not the kind of cases that were coming in our door. And it's gotten worse and worse. And we now know why. As the evidence is coming out of those lawsuits, probably one of the most horrible things that I saw was the e-mail from one of the pharma executives that actually said, ""Keep pumping them out. They're eating them like Doritos."" So my first answer to that question, and which is included in my plan, is that the people that should pay for this, that should pay for the treatment, are the very people that got people hooked and killed them in the first place. And that is the people that are manufacturing these opioids. That's the first way. And you can, with a 2 cents per milligram tax, bring in the money, plus with the federal master settlement, to help rural areas where they're so isolated, and also in urban areas, where it's, by the way, not just opiates. There are still mental health issues and crack cocaine issues. This is personal for me. My dad, he struggled with alcoholism his whole life. And by his third DWI, they said to him, the prosecutor, you've got to face jail or you got to go to treatment. He picked treatment, and he was pursued by grace. And he has been sober ever since. And now he's 91 and in assisted living, and he said to me last year, it's hard to get a drink around here, anyway. But he still has an AA group that visits him there. And so for me, I believe that everyone in this country, including the people in rural America, have that same right to be pursued by grace.",314,1,0,4.02
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Mr. Steyer, how would you address the opioid epidemic that exists here in Ohio and around the country? Please respond.",23,0,0,4.78
10/15/2019,Westerville,Fourth Debate,Steyer," Well, I think this is one of the most heartbreaking experiences that America has had, 72,000 people died of opioid overdoses last year, and that's not only a tragedy for them, it's a tragedy for their family and their communities. And so I think we have to treat this as a health citizens. We have to move the resources and the support there to try and help people. But I think that Senator Klobuchar makes a good point. The reason I'm running for president is that we have a broken government. And we have a broken government because corporations have bought it. And every single one of these conversations is about that broken government. It's about drug companies buying the government and getting what they want. It's about the gun manufacturers buying the government and get what we want. We need to break the corporate stranglehold on our government. I've put forward actual structural changes, including term limits, a natural referendum, the end to the idea that corporations are people and have the rights of American citizens politically, and make it a lot easier to vote These corporations have taken over our government. And 72,000 deaths...",196,1,0,4.55
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Mr. Steyer.",4,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Steyer, ... last year are the tragic result.,7,1,0,4.33
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Mr. Steyer. Mr. Yang, you want to decriminalize the possession and use of small amounts of opioids, including heroin. How would that solve the crisis?",27,0,0,4.7
10/15/2019,Westerville,Fourth Debate,Yang," That's exactly right. And we have to recognize this is a disease of capitalism run amok. There was a point when there were more opiate prescriptions in the state of Ohio than human beings in the state of Ohio. And for some reason, the federal government thought that was appropriate. They ended up levying a $600 million fine against Purdue Pharma, which sounds like a lot of money, until you realize that company made $30 billion. They got a 2 percent fine, and they killed tens of thousands of Americans, eight an hour. So if the government turned a blind eye to this company spreading a plague among its people, then the least we can do is put the resources to work in our community so our people have a fighting chance to get well, even though this is not a money problem. We all know this is a human problem. And part of helping people get the treatment that they need is to let them know that they're not going to be referred to a prison cell. They will be referred to treatment and counseling. I talked to an EMT in New Hampshire, and he said he saves the same addicts over and over again, because the fact is, after you save someone who's OD'ing, you just bring them back to their house and they OD again the following week. So we need to decriminalize opiates for personal use. We have to let the country know this is not a personal failing. This was a systemic government failing. And then we need to open up safe consumption and safe injection sites around the country, because they save lives.",279,1,0,4.22
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Mr. Yang. Congressman O'Rourke, is decriminalizing opioids part of the solution? Please respond.",15,0,0,5.38
10/15/2019,Westerville,Fourth Debate,O'rourke," Yes, it is, for many of the reasons that Mr. Yang just described. And also just from some personal experiences I've had as a member of Congress where constituents of mine have come forward, in some cases publicly, at a town hall meeting to describe their addictions. I remember a veteran telling me that he bought heroin off the street because he was originally prescribed an opioid at the V.A. Now, imagine if that veteran, instead of being prescribe an opioid, had been prescribed marijuana because we made that legal in America, ensured the V.A....",95,1,1,4.47
10/15/2019,Westerville,Fourth Debate,Yang," Yes, preach, Beto.",3,1,0,4.33
10/15/2019,Westerville,Fourth Debate,O'rourke," ... could prescribe it, expunge the arrest records for those who've been arrested for possession, and make sure that he was not prescribed something to which he would become addicted. I also want to agree with Senator Klobuchar. Until we hold those responsible accountable for their actions, Purdue Pharma, Johnson & Johnson, we're going to continue to have this problem going on again. So that veteran that I met, and anyone with drug addiction today, is not a problem for the criminal justice system.",84,1,1,4.79
10/15/2019,Westerville,Fourth Debate,Lacey, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,O'rourke, They're an opportunity for our public health system in America.,10,1,1,4.73
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Congressman. Senator Harris, you want to hold the drug manufacturers that fueled the crisis accountable. Are you in favor of sending those drug company executives to jail?",29,0,0,5.14
10/15/2019,Westerville,Fourth Debate,Harris," I am. And I will tell you, as a former prosecutor, I do think of this as being a matter of justice and accountability, because they are nothing more than some high-level dope dealers. They have been engaged... And I've seen it happen before. I've taken on the pharmaceutical companies when I was attorney general of California and led the second largest Department of Justice. I've seen what they do. The biggest pharmaceutical companies, the eight biggest pharmaceutical companies and insurance companies last year profited $72 billion on the backs of people like the families that we are talking about that have been overwhelmed by this crisis, which is a public health epidemic. And they knew what they were doing. They were marketing false advertising. They knew what they were pushing in communities and states like Ohio, without any concern about the repercussions because they were profiting and making big bucks. And, yes, they should be held accountable. This is a matter of justice. And so as president of the United States, I would ensure that the United States Department of Justice, understand that you want to deal with who is really a criminal? Let's end mass incarceration and end that failed war on drugs, and let's go after these pharmaceutical companies for what they've been doing to destroy our country and states like Ohio.",225,1,1,4.68
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Secretary Castro, are you in favor of sending those drug company executives to prison? Please respond.",19,0,0,5.21
10/15/2019,Westerville,Fourth Debate,Castro," Yes, I am. They need to be held accountable, not only financially, but also with criminal penalties. And, you know, you can draw a straight line between making sure that we hold executives accountable, whether it's these drug manufacturers or Wall Street executives that should have been held accountable a decade-and-a-half ago.",52,1,0,4.73
10/15/2019,Westerville,Fourth Debate,Lacey, Thank you.,2,0,0,4.0
10/15/2019,Westerville,Fourth Debate,Burnett," Now to the issue of candidates and their health. Senator Sanders, I want to start with you. We're moving on, Senator. I'm sorry.",23,0,0,3.92
10/15/2019,Westerville,Fourth Debate,Sanders," I'm healthy. I'm feeling great, but I would like to respond to that question.",14,1,0,3.69
10/15/2019,Westerville,Fourth Debate,Burnett, I want to -- I want start by saying...,9,0,0,3.12
10/15/2019,Westerville,Fourth Debate,Booker," And Senator Sanders is in favor of medical marijuana. I want to make sure that's clear, as well.",18,1,0,3.95
10/15/2019,Westerville,Fourth Debate,Burnett," Senator Sanders, this debate does mark your...",7,0,0,5.14
10/15/2019,Westerville,Fourth Debate,Sanders, I do. I'm not on it tonight.,7,1,0,2.38
10/15/2019,Westerville,Fourth Debate,Burnett," This debate -- this debate, sir, does mark your return to the campaign trail. Go ahead and finish your point and then I'll ask my question, Senator.",27,0,0,4.22
10/15/2019,Westerville,Fourth Debate,Sanders," I'm more than happy to answer your question, but I wanted to pick up on what Kamala and Cory and others have said. Let's take a deep breath. Take a look at this opioid epidemic. You have executives, CEOs of major pharmaceutical companies, making tens of millions of dollars a year. And in this particular case with the opioids, they knew that they were selling a product to communities all over this country which were addicting people and killing them. And last year, the top 10 drug companies made $69 billion in profit. This is what unfettered capitalism is doing to this country. And it's not just the drug companies. Right now, the CEOs in the fossil fuel industry know full well that their product is destroying this world. And they continue to make huge profits.",136,1,0,4.42
10/15/2019,Westerville,Fourth Debate,Burnett, Senator...,1,0,0,7.0
10/15/2019,Westerville,Fourth Debate,Sanders, That is why we need a political revolution...,8,1,0,4.38
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator.",3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Sanders, ... that says enough is enough to this behavior.,9,1,0,4.5
10/15/2019,Westerville,Fourth Debate,Burnett," Senator, we are all very glad you're feeling well...",9,0,0,3.9
10/15/2019,Westerville,Fourth Debate,Sanders, Thank you.,2,1,0,4.0
10/15/2019,Westerville,Fourth Debate,Burnett," ... as you just said. But there is a question on a lot of people's minds, and I want to address it tonight. You're 78 years old, and you just had a heart attack. How do you reassure Democratic voters that you're up to the stress of the presidency?",49,0,0,3.67
10/15/2019,Westerville,Fourth Debate,Sanders," Well, let me invite you all to a major rally we’re having in Queens, New York, berniesanders.com. We’re going to have a special guest at that event. And we are going to be mounting a vigorous campaign all over this country. That is how I think I can reassure the American people. But let me take this moment, if I might, to thank so many people from all over this country, including many of my colleagues up here, for their love, for their prayers, for their well wishes. And I just want to thank you from the bottom of my heart. And I'm so happy to be back here with you this evening.",113,1,0,3.87
10/15/2019,Westerville,Fourth Debate,Burnett," Vice President Biden, if you're elected, you will turn 80 during your first term. Last month, former President Jimmy Carter said he could not have undertaken the duties of the presidency at 80 years old. Why are you so sure that you can?",43,0,0,4.27
10/15/2019,Westerville,Fourth Debate,Biden," Because I've watched it. I know what the job is. I've been engaged. Look, one of the reasons I'm running is because of my age and my experience. With it comes wisdom. We need someone to take office this time around who on day one can stand on the world stage, command the respect of world leaders, from Putin to our allies, and know exactly what has to be done to get this country back on track. It is required now more than any time in any of our lifetimes to have someone who has that capacity on day one. That's one of the reasons why I decided to run, why I decided to run this time, because I know what has to be done. I've done it before. I've been there when we pulled the nation out of the worst financial recession in history. I've been there, and I've got so many pieces of legislation passed, including the Affordable Care Act, as well as making sure that we had the Recovery Act, which kept us from going into a depression. I know what has to be done. I will not need any on-the-job training the day I take office. And I will release my medical records, as I have 21 years of my tax records, which no one else on this stage has done, so that you can have full transparency as to my health and what I am doing.",241,1,0,3.76
10/15/2019,Westerville,Fourth Debate,Burnett," Just to be clear, Mr. Vice President, when will you release those records?",13,0,0,4.46
10/15/2019,Westerville,Fourth Debate,Biden, Before the first vote.,4,1,0,4.5
10/15/2019,Westerville,Fourth Debate,Burnett, Before Iowa?,2,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Biden, Yes.,1,1,0,3.0
10/15/2019,Westerville,Fourth Debate,Burnett, Not by the end of this year?,7,0,0,3.0
10/15/2019,Westerville,Fourth Debate,Biden," Well, before Iowa. I mean, look, I've released them before. I released 55 pages of my -- I'm the only guy that's released anything up here.",26,1,0,3.68
10/15/2019,Westerville,Fourth Debate,Burnett," Senator Warren, like Senator Sanders and Vice President Biden, if you win the presidency, you would be the oldest president ever inaugurated in a first term. You would be 71. Forty percent of Democratic primary voters say they think a candidate under the age of 70 is more likely to defeat President Trump. What do you say to them?",59,0,0,4.51
10/15/2019,Westerville,Fourth Debate,Warren," Well, I say, I will out-work, out-organize, and outlast anyone, and that includes Donald Trump, Mike Pence, or whoever the Republicans get stuck with. Look, the way I see this, the way we're going to win is by addressing head-on what millions of Americans know in their bones, and that is that the wealthy and the well-connected have captured our democracy, and they're making it work for themselves and leaving everyone else behind. And political pundits and Washington insiders and, shoot, people in our own party don't want to admit that. They think that running some kind of vague campaign that nibbles around the edges of big problems in this country is a winning strategy. They are wrong. If all Democrats can promise is after Donald Trump it will be business as usual, then we will lose. Democrats win when we call out what's broken and we show how to fix it. Democrats will win when we fight for the things that touch people's lives, things like childcare and health care and housing costs. Democrats will win when we give people a reason to get in the fight.",188,1,0,4.3
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator Warren. Congresswoman Gabbard, you're 38 years old, and you would be the youngest president if elected. Should age matter when choosing a president?",26,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Gabbard," I'm glad you asked, because I was going to say it's not fair to ask these three about their health and their fitness to serve as president but not every other one of us. I am grateful to have been trained very well by the Army and do my best to stay in shape. But here's the real question I believe you should be asking is: Who is fit to serve as our commander-in-chief? This is the most important responsibility that the president has. What Donald Trump has been doing in Syria and what we have just seen with him, inviting Turkey to come in and slaughter the Kurds, show what an unfit president looks like. It highlights how critical it is that we have a president and commander-in-chief who is ready on day one, bringing experience and understanding in foreign policy and national security. Bringing the experience that I have, both serving in Congress now for nearly seven years, serving on the Foreign Affairs Committee, serving on the Armed Services Committee, subcommittees related to terrorism and upcoming threats, serving on the Homeland Security Committee, the experience that I have as a soldier, serving for over 16 years in the Army National Guard, deploying twice to the Middle East, being able to serve in different capacities, joint training exercises, training the Kuwait National Guard. I understand the importance of our national security. I am prepared to do this job, to fulfill this responsibility as commander-in-chief on day one.",248,1,0,4.56
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Congresswoman.",3,0,0,7.0
10/15/2019,Westerville,Fourth Debate,Gabbard, I'd like to ask our other candidates this question. I'd like to start with Senator Warren...,16,1,0,3.94
10/15/2019,Westerville,Fourth Debate,Burnett," Sorry, Congressman, I'm sorry.",4,0,0,4.6
10/15/2019,Westerville,Fourth Debate,Gabbard, ... what her experience and background is to serve as commander-in-chief.,11,1,0,4.75
