date,debate_name,debate_section,speaker,speech,speaking_time_seconds
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you. Senator Warren, your response?",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Elizabeth Warren,"Look, I put a real policy on the table. To create 1.2 million new jobs in green manufacturing. There’s going to be up $23 trillion worldwide market for this. This could revitalize huge cities across this country, and no one wants to talk about. What you want to do instead is find the Republican talking point of a made-up piece of some other part and say, “Oh, we don’t really have to do anything.” That’s the problem we’ve got in Washington right now. It continues-",33.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,Thank you.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Elizabeth Warren,"… to be a Washington that works great for oil companies, just not for people worried about climate change.",5.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator Warren. Congressman Ryan?",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,Yeah.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"We are here in Michigan where there are about 180,000 workers in auto manufacturing. Your state of Ohio has around 96,000 workers in that industry. Senator Sanders is co-sponsoring a bill that would eliminate new gas power car sales by 2040. Given the number of auto manufacturing workers in your state, how concerned are you about Senator Sanders’ plan?",23.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,"Well, if we get our act together, we won’t have to worry about it. My plan is to create a chief manufacturing officer so we could actually start making things in the United States again, that would pull the government, the Department of Energy, Department of Transportation, work with the private sector, work with investors, emerging tech companies to dominate the electric vehicle market. China dominates it now 50 to 60%. I want us to dominate the battery market and make those here in the United States and cut the workers in on the deal. The charging stations, solar panels, same thing. China dominates 60% of the solar panel market.",32.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,"So this person will work in the White House, report directly to me, and we’re going to start making things again. But you cannot get there on climate unless we talk about agriculture. We need to convert our industrial agriculture system, over to a sustainable and regenerative agriculture system-",17.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Female,I agree.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,"… that actually sequesters carbon into the soil. And you can go ask Gabe Brown and Allen Williams who actually make money off of regenerative agriculture, so we can move away from all the subsidies that we’re giving to farmers. They haven’t made a profit in five years, and we could start getting good food into our schools and into our communities. That’s going to drive healthcare down. That’s another part of the healthcare conversation-",25.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,Thank you.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,… that we didn’t even have. How do we start-,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Congressman Ryan.",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,… talking about health instead of just disease care?,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you. Senator Sanders, your response?",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,"I get a little bit tired of Democrats afraid of big ideas. Republicans are not afraid of big ideas. They could give $1 trillion in tax breaks to billionaires and profitable corporations. They could bail out the crooks on Wall Street. So please don’t tell me that we cannot take on the fossil fuel industry, and nothing happens unless we do that.",27.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,"Here is the bottom line. We got to ask ourselves a simple question. What do you do with an industry that knowingly, for billions of dollars in short-term profits, is destroying this planet? I say that it’s criminal activity-",16.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,Thank you.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,… that cannot be allowed to continue.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator Sanders. Congressman, your response?",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,"Well, yeah, I would just say … I didn’t say we couldn’t get there until 2040, Bernie. You don’t have to yell. I mean, all I’m saying is, all I’m saying is we have to invent our way out of this thing, and if we’re waiting for 2040 for a ban to come in on gasoline vehicles, we’re screwed. So we better get busy now, and that’s why I’m saying get a chief manufacturing officer, align the environmental incentives with the financial incentives and make sure that people can actually make money off of the new technologies that are moving forward. And then here’s what I’ll do as President.",35.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Congressman.",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Tim Ryan,"Cut the worker in on the deal. Make sure these are union jobs, and I will double union membership to make sure that these new jobs pay what the old fossil fuel jobs pay.",8.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Senator Sanders, your response?",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,"Look, on this issue, my friends, there is no choice. We have got to be super aggressive, if we love our children and if we want to leave them a planet that is healthy and is habitable. So I don’t disagree with Tim. What that means is we got to A, take on the fossil fuel industry. B, it means we have to transform our energy system away from fossil fuel to energy efficiency and sustainable energy and a hell of a lot of good union jobs as we do that. We’ve got to transform our transportation system-",39.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator.",0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,And we have to lead the world-,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator Sanders.",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,… because this is not just an American issue.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Governor Bullock, your response?",3.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,"All of us agree that we have to address climate change. No one on this stage is talking about though, the Republicans won’t even acknowledge that climate change is real, Dana. And that’s because of the corrupting influence of money. That has been the fight of my career.",17.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,"And second of which, as we transition to this clean energy economy, you’ve got to recognize there are folks that have spent their whole life powering our country, and far too often, Democrats sound like they’re part of the problem. We got to make sure to aid in those transitions as we get to a carbon neutral world, which I think we can do by 2040.",22.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Governor. Just to clarify, who is part of the problem?",4.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,"Who? Oh no. I think Democrats, often when they’re saying, “Oh, these fossil fuel industries, these workers, those coal miner workers.” Look, the world’s changing. We got to make it change. But I think Democrats often sound like the people that, as Congressman Ryan would say, shower at the end of the day, that they’re part of the problem. And far too many communities are being left behind as we make this transition.",24.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,Thank you.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,"Look, we’re having this discussion, and we can talk about competing plans-",5.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Governor. I want to get Senator Sanders a chance to respond.",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,"Look, Steve, ain’t nobody in the Congress who’s more strongly pro worker than I am. So when I talk about taking on the fossil fuel industry, what I am also talking about is a just transition. All right? We can create, and what the Green New Deal is about, it’s a bold idea. We can create millions of good paying jobs. We can rebuild communities in rural America that have been devastated. So we are not anti-worker. We are going to provide, make sure that those workers have a transition. New jobs, healthcare and education.",33.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator.",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,And look-,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Governor Bullock, your response?",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,"And look, Bernie. I was a union-side labor lawyer. I fought day after day, and I know, but we set this up as a false choice far too often. Are we going to actually address climate change? Fire seasons are 80 days longer in the west now. Or are we going to give people a better shot at a better life? You can do both.",22.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,Yes.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,"But let’s actually have the scientists drive this. Let’s not just talk about plans that are written for press releases that will go nowhere else, if we can’t even get a Republican-",12.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Governor Bullock.",0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Steve Bullock,… to acknowledge that the climate’s changing.,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Congressman O’Rourke, your response?",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Beto O’Rourke,"I’ve listened to scientists on this, and they’re very clear. We don’t have more than 10 years to get this right, and we won’t meet that challenge with half steps or half measures or only half the country. We’ve got to bring everyone in. The people of Detroit and those that I listened to in Flint last week, they want the challenge, they want those jobs, they want to create the future for this country and the world. Those community college students that I met in Tucumcari, New Mexico understand that wind and solar jobs are the fastest growing jobs in the country, and those farmers in Iowa say, “Pay me for the environmental services, the planting cover crops and keeping more land in conservation easements.” That’s how we meet the challenge. We do it with everyone in this country. We bring everyone into the solution.",42.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Congressman. Mayor Buttigieg, your response?",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Pete Buttigieg,"We have all put out highly similar visions on climate. It is all theoretical. We will deal with climate if and only if we win the presidency, if and only if we beat Donald Trump. Nominate me and you get to see the President of the United States stand next to an American war veteran and explain why he chose to pretend to be disabled when it was his chance to serve. Nominate me and we will have a different conversation with American voters about why the President of the United States thinks you’re a sucker. When the problem in your life is your paycheck is not going up nearly as fast as the cost of housing or the cost of education-",40.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,Thank you.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Pete Buttigieg,… or the cost of prescription drugs. And he has done nothing about it except a tax cut for the corporations.,4.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Mayor Buttigieg. Senator Klobuchar, I want to ask you about something that CNN heard from a Michigan Democratic primary voter. We’ve been reaching out and getting their questions. Kimber from Birmingham, Michigan has this question. What is your plan to address infrastructure including the water issue so another Flint, Michigan does not happen again?",20.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,"Thank you, Dana. And I was just in Flint, and they are still drinking bottled water in that town, and that is outrageous. So my plan, and I am the first one that came out with an infrastructure plan, and I did that because this is a bread and butter issue. It’s a bread and butter issue for people that are caught in traffic jams. I think the governor here in Michigan smartly ran on the slogan, “Fix the damn roads.” And it is an issue for union jobs.",26.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,"And so I think what we need to do is not have a president that’s promised he was going to do that on election night, if anyone remembers, and then he hasn’t followed through. He has done nothing. He blew up a meeting at the White House.",12.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,"I would put $1 trillion into this, and I would pay for it by, first of all, changing the capital gains rate, by doing something when it comes to that regressive tax bill that left everyone behind but really made his Mar-a-Lago friends richer, as he promised. And I would take that money and put it into rural broadband and green infrastructure so you won’t have what you just saw in Detroit with the Jefferson Chalmers neighborhood, the African neighborhood that was African-American neighborhood that was most hit when you had those recent rainstorms.",30.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,And I truly believe that if we’re going to move on infrastructure-,3.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,Thank you.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,"… and climate change, you need a-",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Male,Dana?,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,… voice from the heartland.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator Klobuchar. Ms.-",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,That you need a voice from the heartland.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Dana Bash,"Thank you, Senator Klobuchar. Ms. Williamson, what’s your response on the Flint water crisis?",3.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Marianne Williamson,"My response on the Flint water crisis is that Flint is just the tip of the iceberg. I was recently in Denmark, South Carolina where it is… There is a lot of talk about it being the next Flint. We have an administration that has gutted the Clean Water Act. We have communities, particularly communities of color and disadvantaged communities, all over this country who are suffering from environmental injustice. I assure you, I lived in Grosse Pointe. What happened in Flint would not have happened in Grosse Pointe. This is part of the dark underbelly of American society. The racism, the bigotry, and the entire conversation that we’re having here tonight. If you think any of this wonkiness is is going to deal with this dark psychic force of the collectivized hatred that this president is bringing up in this country, then I’m afraid that the Democrats are going to see some very dark days. We need to say it like it is. It’s bigger than Flint. It’s all over this country. It’s particularly people of color. It’s particularly people who do not have the money to fight back. And if the Democrats don’t start saying it then why would those people feel that they’re there for us? And if those people don’t feel it they won’t vote for us and Donald Trump will win.",64.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,Thank you very much Ms. Williamson.,3.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Marianne Williamson,Thank you.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"We want to turn now to the issue of race in America. Congressman O’Rourke, President Trump is pursuing a re-election strategy based, in part, on racial division. How do you convince primary voters that you’d be the best nominee to take on President Trump and heal the racial divide in America?",17.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Beto O’Rourke,"We’ll call his racism out for what it is. And also talk about its consequences. It doesn’t just offend our sensibilities to hear him say, “Send her back.” About a member of Congress because she’s a woman of color, because she’s a Muslim American. It doesn’t just offend our sensibilities when he calls Mexican immigrants rapists and criminals or seeks to ban all Muslims from the shores of a country that is comprised of people from the world over, from every tradition of faith. It is also changing this country. Hate crimes are on the rise every single one of the last three years. On the day that he signed his executive order attempting to ban Muslim travel, the mosque in Victoria, Texas was burned to the ground. So we must not only stand up against Donald Trump and defeat him in this next election. But we must also ensure that we don’t just tolerate or respect our differences, but we embrace them. That’s what we’ve learned in El Paso, Texas, my hometown, one of the safest cities in the United States of America. Not despite, but because it’s a city of immigrants and asylum seekers and refugees. We will show that our diversity-",67.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,Thank you.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Beto O’Rourke,"… Is our strength, in my administration.",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Congressman O’Rourke, thank you very much. Governor Hickenlooper, why are you the best nominee to heal the racial divide in America? Please respond.",7.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",John H.,"Well, the core value behind this entire country’s history is working towards a more perfect union, that all people are created equal. And we fall and fall away from that. I think the job is incumbent on any one of us to make the convincing case that we can deliver an urban agenda that represents progress in schools. In Colorado, when I was mayor, we got to universal pre-K for every kid in the urban city. We did major police reform, 10 years before Ferguson. Why is it now that five years after Ferguson we still don’t have anything? How do we get affordable housing? We created a scholarship fund for every kid. You’ve got to deliver a vision like that for the whole country.",40.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Thank you, governor.",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Elizabeth Warren,Wait.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Senator Warren, I’m coming to you now. Last week the FBI Director, Christopher Wray, said that the majority of domestic terrorism cases this year had been motivated by white supremacy. In fact, the alleged shooter in this weekend’s attack in Gilroy, California referenced a well-known white supremacist book on social media. How are you going to combat the rise of white supremacy?",19.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Elizabeth Warren,"We need to call out white supremacy for what it is, domestic terrorism. And it poses a threat to the United States of America. We live in a country now where the president is advancing environmental racism, economic racism, criminal justice racism, health care racism. The way we do better is to fight back and show something better. So I have a plan, for example, on education that says we have to build a better education system for all our kids. But we’ve got to acknowledge what’s happened on race. So my plan has universal tuition-free college for all of our kids, but also increases the Pell grants and levels the playing field by putting $50 billion into historically black colleges and universities. It cancels student loan debt for 95% of the kids with student loan debt and helps close the black-white wealth gap in America.",62.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Thank you senator, very much. Mayor Buttigieg, you have been criticized for your handling of racial issues in your home city of South Bend, from diversity in the police force to housing policy. Given your record, how can you convince African-Americans that you should be the Democratic nominee?",16.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Pete Buttigieg,"As an urban mayor serving a diverse community, the racial divide lives within me. I’m not saying that I became mayor and racism or crime or poverty ended on my watch. But in our city we have come together repeatedly to tackle challenges like the fact that far too many people were not getting the help they needed in their housing, and so we directed it to a historically under-invested African-American neighborhood. Right now, in the wake of a police-involved shooting, our community is moving from hurting to healing by making sure that the community can participate in things like revising the use-of-force policy and making sure there are community voices on the board of safety that handles police matters. I proposed a Douglass plan to tackle this issue nationally, because mayors have hit the limits of what you can do unless there is national action. Systemic racism has touched every part of American life, from housing to health to home ownership. If you walk into an emergency room and you are black, your reports of pain will be taken less seriously. If you apply for a job and you are black, you are less likely to be called just because of the name on the resume. It’s why I’ve proposed that we do everything from investing in historically-redlined neighborhoods-",72.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,Mayor.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Pete Buttigieg,… To build black wealth in home ownership.,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Thank you, mayor.",0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Pete Buttigieg,To supporting entrepreneurship for black Americans.,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Thank you very much. Senator Klobuchar, what do you say to those Trump voters who prioritize the economy over the president’s bigotry?",10.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Amy Klobuchar,"Well, first of all, there are people that voted for Donald Trump before that aren’t racist, they just wanted a better shake in the economy. And so I would appeal to them. But I don’t think anyone can justify what this president is doing. Little kids literally woke up this weekend, turned on the TV, and saw their president calling their city, the town of Baltimore, nothing more than a home for rats. And I can tell you, as your president, that will stop. The second thing I would say is that economic opportunity means economic opportunity for everyone in this country. I know that because I have lived it. And that means when we put out there better childcare and better education and we pay teachers more and we make sure there’s a decent retirement system in place. Yes, we help the African-American community, and we must, because they have been the ones that have been most hurt by what we’ve seen in the last decades. But we help everyone. So what I say to the people in my rural parts of my state, just like I say to them in the city and bring them together, is that economic opportunity must be there for everyone.",68.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Marianne Williamson,"Senator Klobuchar, thank you very much. Congressman O’Rourke, please respond.",4.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Beto O’Rourke,"I want to acknowledge something that we’re all touching on, which is the very foundation of this country. The wealth that we have built, the way we became the greatest country on the face of the planet, was literally on the backs of those who were kidnapped and brought here by force. The legacy of slavery and segregation and Jim Crow and suppression is alive and well in every aspect of the economy and in the country today. As president, I will sign into law and new Voting Rights Act. I will focus on education, address healthcare disparities. But I will also sign into law Sheila Jackson Lee’s reparations bill so that we can have the national conversation we’ve waited too long in this country to have.",38.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Thank you, Congressman O’Rourke. Speaking of reparations, Ms. Williamson, many of your opponents support a commission to study the issue of reparations for slavery. But you are calling for up to 500 billion dollars in financial assistance. What makes you qualified to determine how much is owed in reparations?",16.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Marianne Williamson,"Well, first of all, it’s not 500 billion dollars in financial assistance. It’s 500 billion dollar, 200 to 500 billion dollars, payment of a debt that is owed. That is what reparations is. We need some deep truth-telling when it comes. We don’t need another commission to look at evidence. I appreciate what Congressman O’Rourke has said. It is time for us to simply realize that this country will not heal. All that a country is as a collection of people. People heal when there is some deep truth-telling. We need to recognize that, when it comes to the economic gap between blacks and whites in America, it does come from a great injustice that has never been dealt with. That great injustice has had to do with the fact that there was 250 years of slavery followed by another 100 years of domestic terrorism.",48.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Marianne Williamson,"What makes me qualified to say 200 to 500 billion dollars? I’ll tell you what makes me qualified. If you did the math of the 40 acres and a mule, given that there was four to five million slaves at the end of the civil war, four to five, and they were all promised 40 acres and a mule for every family of four. If you did the math today, it would be trillions of dollars. And I believe that anything less than a hundred billion dollars is an insult. And I believe that 200 to 500 billion is politically feasible today, because so many Americans realize there is an injustice that continues to form a toxicity underneath the surface and emotional turbulence that only reparations will heal.",41.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Ms. Williamson, thank you very much. Senator Sanders. Senator Sanders, you don’t think cash payments are the best way to address this issue. But, according to a new Gallup poll, 73% of African-Americans are in favor of cash payments to black Americans who are descendants of slaves. How do you respond to them?",17.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Bernie Sanders,"Well, I respond to that by saying that I am supportive of Jim Clyburn’s legislation, which is called 10-20-30. And what that understands is that, as a result of slavery and segregation and the institutional racism we see now in healthcare, in education, in financial services, we are going to have to focus big time on rebuilding distressed communities in America, including African-American communities. In terms of education, I also have a plan. It’s called the Thurgood Marshall Plan, and it would focus on ending the growth of segregated schools in America. It would triple funding for Title I schools. It would make sure that teachers in this country earned at least $60,000 a year.",50.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 2: Climate, Health Care",Don Lemon,"Senator Sanders, thank you very much. The debate continues right after this short break.",
